substrate	smiles	d_substrate	d_smiles	nme_substrate	nme_smiles	nme_d_substrate	nme_d_smiles
(2S,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid	O=C(O)[C@@H](N)[C@H](O)Cc1ccc([N+]([O-])=O)cc1	(2R,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid	O=C(O)[C@H](N)[C@H](O)Cc1ccc([N+]([O-])=O)cc1	NMe-(2S,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid	CN[C@H](C(O)=O)[C@H](O)Cc1ccc([N+]([O-])=O)cc1	NMe-(2R,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid	CN[C@@H](C(O)=O)[C@H](O)Cc1ccc([N+]([O-])=O)cc1
(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	O=C(O)[C@@H](N)CC[C@@H](O)[C@H](N)CO	(2R,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	O=C(O)[C@H](N)CC[C@@H](O)[C@H](N)CO	NMe-(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	CN[C@H](C(O)=O)CC[C@@H](O)[C@H](N)CO	NMe-(2R,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	CN[C@@H](C(O)=O)CC[C@@H](O)[C@H](N)CO
(4S)-5,5,5-trichloroleucine	OC([C@H](C[C@@H](C(Cl)(Cl)Cl)C)N)=O	D-(4S)-5,5,5-trichloroleucine	OC([C@@H](C[C@@H](C(Cl)(Cl)Cl)C)N)=O	NMe-(4S)-5,5,5-trichloroleucine	CN[C@@H](C[C@@H](C(Cl)(Cl)Cl)C)C(=O)O	NMe-D-(4S)-5,5,5-trichloroleucine	CN[C@H](C[C@@H](C(Cl)(Cl)Cl)C)C(=O)O
(E)-4-methylhex-2-enoic acid	CCC(/C=C/C(O)=O)C						
(S,E)-2-amino-4-decenoic acid	CCCCC/C=C/C[C@H](N)C(O)=O	D-(S,E)-2-amino-4-decenoic acid	CCCCC/C=C/C[C@@H](N)C(O)=O	NMe-(S,E)-2-amino-4-decenoic acid	CN[C@H](C(O)=O)C\C=C\CCCCC	NMe-D-(S,E)-2-amino-4-decenoic acid	CN[C@@H](C(O)=O)C\C=C\CCCCC
1-(1,1-dimethylallyl)-tryptophan	CC(n1cc(C[C@H](N)C(O)=O)c2ccccc12)(C=C)C	D-1-(1,1-dimethylallyl)-tryptophan	CC(n1cc(C[C@@H](N)C(O)=O)c2ccccc12)(C=C)C	NMe-1-(1,1-dimethylallyl)-tryptophan	CN[C@H](C(O)=O)Cc(c2ccccc12)cn1C(C=C)(C)C	NMe-D-1-(1,1-dimethylallyl)-tryptophan	CN[C@@H](C(O)=O)Cc(c2ccccc12)cn1C(C=C)(C)C
1-aminocyclopropane-1-carboxylic acid	OC(C1(N)CC1)=O			NMe-1-aminocyclopropane-1-carboxylic acid	CNC1(CC1)C(=O)O		
1-pyrroline-5-carboxylic acid	O=C(C1/N=C\CC1)O						
10,14-dimethyloctadecanoic acid	OC(=O)CCCCCCCCC(CCCC(CCCC)C)C						
2,3-diaminobutyric acid	NC([C@H](N)C(O)=O)C	D-2,3-diaminobutyric acid	NC([C@@H](N)C(O)=O)C	NMe-2,3-diaminobutyric acid	CN[C@H](C(O)=O)C(C)N	NMe-D-2,3-diaminobutyric acid	CN[C@@H](C(O)=O)C(C)N
2,3-diaminopropionic acid	O=C(O)[C@@H](N)CN	D-2,3-diaminopropionic acid	O=C(O)[C@H](N)CN	NMe-2,3-diaminopropionic acid	CN[C@H](C(O)=O)CN	NMe-D-2,3-diaminopropionic acid	CN[C@@H](C(O)=O)CN
2,3-dihydroxy-para-aminobenzoic acid	Nc1ccc(C(O)=O)c(O)c1O						
2,3-dihydroxybenzoic acid	O=C(O)c1cccc(O)c1O						
2,3-dihydroxyhexadecanoic acid	CCCCCCCCCCCCCC(O)C(O)C(O)=O						
2,4-diaminobutyric acid	N[C@H](C(O)=O)CCN	D-2,4-diaminobutyric acid	N[C@@H](C(O)=O)CCN	NMe-2,4-diaminobutyric acid	CN[C@H](C(O)=O)CCN	NMe-D-2,4-diaminobutyric acid	CN[C@@H](C(O)=O)CCN
2,4-dihydroxypentanoic acid	CC(O)CC(O)C(O)=O						
2-(1-methylcyclopropyl)-D-glycine	CC1([C@@H](N)C(O)=O)CC1			NMe-2-(1-methylcyclopropyl)-D-glycine	CN[C@@H](C(O)=O)C1(CC1)C		
2-amino-3,5-dimethyl-4-hexenoic Acid	CC(C(N)C(O)=O)C=C(C)C			NMe-2-amino-3,5-dimethyl-4-hexenoic Acid	CNC(C(O)=O)C(C=C(C)C)C		
2-amino-3-hydroxycyclopent-2-enone	O=C1CCC(O)=C1N						
2-amino-6-hydroxy-4-methyl-8-oxodecanoic acid	CCC(CC(O)CC(CC(N)C(O)=O)C)=O			NMe-2-amino-6-hydroxy-4-methyl-8-oxodecanoic acid	CNC(C(O)=O)CC(C)CC(O)CC(=O)CC		
2-aminoadipic acid	O=C(O)[C@@H](N)CCCC(O)=O	D-2-aminoadipic acid	O=C(O)[C@H](N)CCCC(O)=O	NMe-2-aminoadipic acid	CN[C@H](C(O)=O)CCCC(O)=O	NMe-D-2-aminoadipic acid	CN[C@@H](C(O)=O)CCCC(O)=O
2-aminobutyric acid	CC[C@H](N)C(O)=O	D-2-aminobutyric acid	CC[C@@H](N)C(O)=O	NMe-2-aminobutyric acid	CN[C@H](C(O)=O)CC	NMe-D-2-aminobutyric acid	CN[C@@H](C(O)=O)CC
2-aminoisobutyric acid	O=C(C(C)(C)N)O			NMe-2-aminoisobutyric acid	CNC(C)(C)C(O)=O		
2-carboxy-6-hydroxyoctahydroindole	O[C@@H](C2)CC[C@H]1C[C@@H](C(O)=O)N[C@H]12	D-2-carboxy-6-hydroxyoctahydroindole	O[C@@H](C2)CC[C@H]1C[C@H](C(O)=O)N[C@H]12	NMe-2-carboxy-6-hydroxyoctahydroindole	CN([C@@H](C[C@H](O)CC2)[C@@H]2C1)[C@@H]1C(O)=O	NMe-D-2-carboxy-6-hydroxyoctahydroindole	CN([C@@H](C[C@H](O)CC2)[C@@H]2C1)[C@H]1C(O)=O
2-chloro-3,5-dihydroxy-4-methylphenylglycine	Cc(c(O)cc([C@H](N)C(O)=O)c1Cl)c1O	D-2-chloro-3,5-dihydroxy-4-methylphenylglycine	Cc(c(O)cc([C@@H](N)C(O)=O)c1Cl)c1O	NMe-2-chloro-3,5-dihydroxy-4-methylphenylglycine	CN[C@H](C(O)=O)c(cc1O)c(Cl)c(O)c1C	NMe-D-2-chloro-3,5-dihydroxy-4-methylphenylglycine	CN[C@@H](C(O)=O)c(cc1O)c(Cl)c(O)c1C
2-chlorobenzoic acid	OC(=O)c1c(Cl)cccc1						
2-hydroxy-4-methylpentanoic acid	CC(CC(O)C(O)=O)C						
2-hydroxypent-4-enoic acid	C=CCC(O)C(O)=O						
2-ketoglutaric acid	O=C(O)CCC(C(O)=O)=O						
2-ketoisocaproic acid	O=C(CC(C)C)C(O)=O						
2-ketoisovaleric acid	O=C(C(C)C)C(O)=O						
2-methylserine	C[C@@](N)(C(O)=O)CO			NMe-2-methylserine	CN[C@](C(O)=O)(CO)C		
2-sulfamoylacetic acid	O=C(O)CS(N)(=O)=O						
2R-hydroxy-3-methylpentanoic acid	CCC([C@@H](O)C(O)=O)C						
2R-hydroxyisovaleric acid	CC([C@@H](O)C(O)=O)C						
2S,3S-diaminobutyric acid	C[C@H](N)[C@H](N)C(O)=O	2R,3S-diaminobutyric acid	C[C@H](N)[C@@H](N)C(O)=O	NMe-2S,3S-diaminobutyric acid	CN[C@H](C(O)=O)[C@@H](N)C	NMe-2R,3S-diaminobutyric acid	CN[C@@H](C(O)=O)[C@@H](N)C
2S-amino-8-oxodecanoic acid	CCC(CCCCC[C@H](N)C(O)=O)=O	2R-amino-8-oxodecanoic acid	CCC(CCCCC[C@@H](N)C(O)=O)=O	NMe-2S-amino-8-oxodecanoic acid	CN[C@H](C(O)=O)CCCCCC(=O)CC	NMe-2R-amino-8-oxodecanoic acid	CN[C@@H](C(O)=O)CCCCCC(=O)CC
2S-amino-9,10-epoxy-8-oxodecanoic acid	O=C(CCCCC[C@H](N)C(O)=O)C1CO1	2R-amino-9,10-epoxy-8-oxodecanoic acid	O=C(CCCCC[C@@H](N)C(O)=O)C1CO1	NMe-2S-amino-9,10-epoxy-8-oxodecanoic acid	CN[C@H](C(O)=O)CCCCCC(=O)C1CO1	NMe-2R-amino-9,10-epoxy-8-oxodecanoic acid	CN[C@@H](C(O)=O)CCCCCC(=O)C1CO1
2S-aminodecanoic acid	CCCCCCCC[C@H](N)C(O)=O	2R-aminodecanoic acid	CCCCCCCC[C@@H](N)C(O)=O	NMe-2S-aminodecanoic acid	CN[C@H](C(O)=O)CCCCCCCC	NMe-2R-aminodecanoic acid	CN[C@@H](C(O)=O)CCCCCCCC
2S-aminododecanoic acid	CCCCCCCCCC[C@H](N)C(O)=O	2R-aminododecanoic acid	CCCCCCCCCC[C@@H](N)C(O)=O	NMe-2S-aminododecanoic acid	CN[C@H](C(O)=O)CCCCCCCCCC	NMe-2R-aminododecanoic acid	CN[C@@H](C(O)=O)CCCCCCCCCC
2S-aminooctanoic acid	CCCCCC[C@H](N)C(O)=O	2R-aminooctanoic acid	CCCCCC[C@@H](N)C(O)=O	NMe-2S-aminooctanoic acid	CN[C@H](C(O)=O)CCCCCC	NMe-2R-aminooctanoic acid	CN[C@@H](C(O)=O)CCCCCC
2S-hydroxyisocaproic acid	CC(C[C@H](O)C(O)=O)C						
2S-hydroxyisovaleric acid	CC([C@H](O)C(O)=O)C						
2S-methyl-3-oxobutyrine	CC([C@@](C(O)=O)(N)C)=O	2R-methyl-3-oxobutyrine	CC([C@](C(O)=O)(N)C)=O	NMe-2S-methyl-3-oxobutyrine	CN[C@@](C(O)=O)(C)C(=O)C	NMe-2R-methyl-3-oxobutyrine	CN[C@](C(O)=O)(C)C(=O)C
3,3-dihomo-4-methoxytyrosine	N[C@H](C(O)=O)CCCc(cc1)ccc1OC	D-3,3-dihomo-4-methoxytyrosine	N[C@@H](C(O)=O)CCCc(cc1)ccc1OC	NMe-3,3-dihomo-4-methoxytyrosine	CN[C@H](C(O)=O)CCCc(cc1)ccc1OC	NMe-D-3,3-dihomo-4-methoxytyrosine	CN[C@@H](C(O)=O)CCCc(cc1)ccc1OC
3,3-dihomophenylalanine	N[C@H](C(O)=O)CCCc1ccccc1	D-3,3-dihomophenylalanine	N[C@@H](C(O)=O)CCCc1ccccc1	NMe-3,3-dihomophenylalanine	CN[C@H](C(O)=O)CCCc1ccccc1	NMe-D-3,3-dihomophenylalanine	CN[C@@H](C(O)=O)CCCc1ccccc1
3,3-dihomotyrosine	N[C@H](C(O)=O)CCCc(cc1)ccc1O	D-3,3-dihomotyrosine	N[C@@H](C(O)=O)CCCc(cc1)ccc1O	NMe-3,3-dihomotyrosine	CN[C@H](C(O)=O)CCCc(cc1)ccc1O	NMe-D-3,3-dihomotyrosine	CN[C@@H](C(O)=O)CCCc(cc1)ccc1O
3,4-dehydrolysine	O=C(O)[C@@H](N)C=CCCN	D-3,4-dehydrolysine	O=C(O)[C@H](N)C=CCCN	NMe-3,4-dehydrolysine	CN[C@H](C(O)=O)C=CCCN	NMe-D-3,4-dehydrolysine	CN[C@@H](C(O)=O)C=CCCN
3,4-dihydroxybenzoic acid	OC(=O)c1ccc(O)c(O)c1						
3,5-dichloro-4-hydroxyphenylglycine	Clc1cc([C@H](N)C(O)=O)cc(Cl)c1O	D-3,5-dichloro-4-hydroxyphenylglycine	Clc1cc([C@@H](N)C(O)=O)cc(Cl)c1O	NMe-3,5-dichloro-4-hydroxyphenylglycine	CN[C@H](C(O)=O)c(cc(Cl)c1O)cc1Cl	NMe-D-3,5-dichloro-4-hydroxyphenylglycine	CN[C@@H](C(O)=O)c(cc(Cl)c1O)cc1Cl
3,5-dihydroxyphenylglycine	N[C@@H](c(cc(O)c1)cc1O)C(O)=O	D-3,5-dihydroxyphenylglycine	N[C@H](c(cc(O)c1)cc1O)C(O)=O	NMe-3,5-dihydroxyphenylglycine	CN[C@@H](c(cc(O)c1)cc1O)C(O)=O	NMe-D-3,5-dihydroxyphenylglycine	CN[C@H](c(cc(O)c1)cc1O)C(O)=O
3-(2-nitrocyclopropylalanine)	O=[N+]([O-])[C@@H]1C[C@H]1C[C@H](N)C(O)=O	D-3-(2-nitrocyclopropylalanine)	O=[N+]([O-])[C@@H]1C[C@H]1C[C@@H](N)C(O)=O	NMe-3-(2-nitrocyclopropylalanine)	CN[C@H](C(O)=O)C[C@@H]1C[C@H]1[N+]([O-])=O	NMe-D-3-(2-nitrocyclopropylalanine)	CN[C@@H](C(O)=O)C[C@@H]1C[C@H]1[N+]([O-])=O
3-(3-pyridyl)-alanine	O=C(O)[C@@H](N)Cc1cccnc1	D-3-(3-pyridyl)-alanine	O=C(O)[C@H](N)Cc1cccnc1	NMe-3-(3-pyridyl)-alanine	CN[C@H](C(O)=O)Cc1cccnc1	NMe-D-3-(3-pyridyl)-alanine	CN[C@@H](C(O)=O)Cc1cccnc1
3-amino-2,4-dihydroxybenzoic acid	O=C(O)c1ccc(O)c(N)c1O						
3-amino-4-hydroxybenzoic acid	OC(=O)c1ccc(O)c(N)c1						
3-amino-6-hydroxy-2-piperidone	OC1CCC(N)C(=O)N1						
3-aminoisobutyric acid	CC(C(O)=O)CN			NMe-3-aminoisobutyric acid	CNCC(C(O)=O)C		
3-chlorotyrosine	Clc1cc(C[C@H](N)C(O)=O)ccc1O	D-3-chlorotyrosine	Clc1cc(C[C@@H](N)C(O)=O)ccc1O	NMe-3-chlorotyrosine	CN[C@H](C(O)=O)Cc(ccc1O)cc1Cl	NMe-D-3-chlorotyrosine	CN[C@@H](C(O)=O)Cc(ccc1O)cc1Cl
3-hydroxy-4-methylproline	CC(CN[C@@H]1C(O)=O)C1O	D-3-hydroxy-4-methylproline	CC(CN[C@H]1C(O)=O)C1O	NMe-3-hydroxy-4-methylproline	CN(C1)[C@H](C(O)=O)C(O)C1C	NMe-D-3-hydroxy-4-methylproline	CN(C1)[C@@H](C(O)=O)C(O)C1C
3-hydroxy-O-methyl-5-methyltyrosine	Oc1cc(C[C@H](N)C(O)=O)cc(C)c1OC	D-3-hydroxy-O-methyl-5-methyltyrosine	Oc1cc(C[C@@H](N)C(O)=O)cc(C)c1OC	NMe-3-hydroxy-O-methyl-5-methyltyrosine	CN[C@H](C(O)=O)Cc(cc(C)c1OC)cc1O	NMe-D-3-hydroxy-O-methyl-5-methyltyrosine	CN[C@@H](C(O)=O)Cc(cc(C)c1OC)cc1O
3-hydroxy-para-aminobenzoic acid	OC(=O)c1ccc(N)c(O)c1						
3-hydroxyasparagine	N[C@@H](C(C(=O)N)O)C(=O)O	D-3-hydroxyasparagine	N[C@H](C(C(=O)N)O)C(=O)O	NMe-3-hydroxyasparagine	CN[C@@H](C(C(=O)N)O)C(=O)O	NMe-D-3-hydroxyasparagine	CN[C@H](C(C(=O)N)O)C(=O)O
3-hydroxyaspartic acid	N[C@H](C(O)=O)C(O)C(O)=O	D-3-hydroxyaspartic acid	N[C@@H](C(O)=O)C(O)C(O)=O	NMe-3-hydroxyaspartic acid	CN[C@H](C(O)=O)C(O)C(O)=O	NMe-D-3-hydroxyaspartic acid	CN[C@@H](C(O)=O)C(O)C(O)=O
3-hydroxyglutamine	O=C(O)[C@@H](N)C(O)CC(N)=O	D-3-hydroxyglutamine	O=C(O)[C@H](N)C(O)CC(N)=O	NMe-3-hydroxyglutamine	CN[C@H](C(O)=O)C(O)CC(N)=O	NMe-D-3-hydroxyglutamine	CN[C@@H](C(O)=O)C(O)CC(N)=O
3-hydroxykynurenine	Oc1c(N)c(C(C[C@H](N)C(O)=O)=O)ccc1	D-3-hydroxykynurenine	Oc1c(N)c(C(C[C@@H](N)C(O)=O)=O)ccc1	NMe-3-hydroxykynurenine	CN[C@H](C(O)=O)CC(=O)c1cccc(O)c1N	NMe-D-3-hydroxykynurenine	CN[C@@H](C(O)=O)CC(=O)c1cccc(O)c1N
3-hydroxyleucine	CC(C(O)[C@H](N)C(O)=O)C	D-3-hydroxyleucine	CC(C(O)[C@@H](N)C(O)=O)C	NMe-3-hydroxyleucine	CN[C@H](C(O)=O)C(O)C(C)C	NMe-D-3-hydroxyleucine	CN[C@@H](C(O)=O)C(O)C(C)C
3-hydroxypicolinic acid	OC(=O)c1c(O)cccn1						
3-hydroxyquinaldic acid	O=C(O)c2c(O)cc1c(n2)cccc1						
3-hydroxytyrosine	O=C(O)[C@@H](N)Cc1ccc(O)c(O)c1	D-3-hydroxytyrosine	O=C(O)[C@H](N)Cc1ccc(O)c(O)c1	NMe-3-hydroxytyrosine	CN[C@H](C(O)=O)Cc1ccc(O)c(O)c1	NMe-D-3-hydroxytyrosine	CN[C@@H](C(O)=O)Cc1ccc(O)c(O)c1
3-hydroxyvaline	CC([C@H](N)C(O)=O)(C)O	D-3-hydroxyvaline	CC([C@@H](N)C(O)=O)(C)O	NMe-3-hydroxyvaline	CN[C@H](C(O)=O)C(C)(O)C	NMe-D-3-hydroxyvaline	CN[C@@H](C(O)=O)C(C)(O)C
3-methoxyanthranilic acid	COc1cccc(C(O)=O)c1N						
3-methoxyaspartic acid	N[C@H](C(O)=O)C(OC)C(O)=O	D-3-methoxyaspartic acid	N[C@@H](C(O)=O)C(OC)C(O)=O	NMe-3-methoxyaspartic acid	CN[C@H](C(O)=O)C(OC)C(O)=O	NMe-D-3-methoxyaspartic acid	CN[C@@H](C(O)=O)C(OC)C(O)=O
3-methylasparagine	CC(C(N)=O)[C@H](N)C(O)=O	D-3-methylasparagine	CC(C(N)=O)[C@@H](N)C(O)=O	NMe-3-methylasparagine	CN[C@H](C(O)=O)C(C(N)=O)C	NMe-D-3-methylasparagine	CN[C@@H](C(O)=O)C(C(N)=O)C
3-nitrotyrosine	O=C(O)[C@@H](N)Cc1ccc(O)c([N+]([O-])=O)c1	D-3-nitrotyrosine	O=C(O)[C@H](N)Cc1ccc(O)c([N+]([O-])=O)c1	NMe-3-nitrotyrosine	CN[C@H](C(O)=O)Cc1ccc(O)c([N+]([O-])=O)c1	NMe-D-3-nitrotyrosine	CN[C@@H](C(O)=O)Cc1ccc(O)c([N+]([O-])=O)c1
3R-chloroproline	O=C(O)[C@@H]1[C@H](Cl)CCN1	D-3R-chloroproline	O=C(O)[C@H]1[C@H](Cl)CCN1	NMe-3R-chloroproline	CN1[C@H](C(O)=O)[C@H](Cl)CC1	NMe-D-3R-chloroproline	CN1[C@@H](C(O)=O)[C@H](Cl)CC1
3R-hydroxy-2,4-diaminobutyric acid	NC[C@H]([C@H](N)C(O)=O)O	D-3R-hydroxy-2,4-diaminobutyric acid	NC[C@H]([C@@H](N)C(O)=O)O	NMe-3R-hydroxy-2,4-diaminobutyric acid	CN[C@H](C(O)=O)[C@H](O)CN	NMe-D-3R-hydroxy-2,4-diaminobutyric acid	CN[C@@H](C(O)=O)[C@H](O)CN
3R-hydroxyasparagine	N[C@@H]([C@H](C(=O)N)O)C(=O)O	D-3R-hydroxyasparagine	N[C@H]([C@H](C(=O)N)O)C(=O)O	NMe-3R-hydroxyasparagine	CN[C@@H]([C@H](C(=O)N)O)C(=O)O	NMe-D-3R-hydroxyasparagine	CN[C@H]([C@H](C(=O)N)O)C(=O)O
3R-hydroxyaspartic acid	N[C@H](C(O)=O)[C@@H](O)C(O)=O	D-3R-hydroxyaspartic acid	N[C@@H](C(O)=O)[C@@H](O)C(O)=O	NMe-3R-hydroxyaspartic acid	CN[C@H](C(O)=O)[C@@H](O)C(O)=O	NMe-D-3R-hydroxyaspartic acid	CN[C@@H](C(O)=O)[C@@H](O)C(O)=O
3R-hydroxyglutamine	O=C(O)[C@@H](N)[C@H](O)CC(N)=O	D-3R-hydroxyglutamine	O=C(O)[C@H](N)[C@H](O)CC(N)=O	NMe-3R-hydroxyglutamine	CN[C@H](C(O)=O)[C@H](O)CC(N)=O	NMe-D-3R-hydroxyglutamine	CN[C@@H](C(O)=O)[C@H](O)CC(N)=O
3R-hydroxyhomotyrosine	O=C(O)[C@@H](N)[C@H](O)Cc1ccc(O)cc1	D-3R-hydroxyhomotyrosine	O=C(O)[C@H](N)[C@H](O)Cc1ccc(O)cc1	NMe-3R-hydroxyhomotyrosine	CN[C@H](C(O)=O)[C@H](O)Cc1ccc(O)cc1	NMe-D-3R-hydroxyhomotyrosine	CN[C@@H](C(O)=O)[C@H](O)Cc1ccc(O)cc1
3R-hydroxyleucine	CC([C@@H](O)[C@H](N)C(O)=O)C	D-3R-hydroxyleucine	CC([C@@H](O)[C@@H](N)C(O)=O)C	NMe-3R-hydroxyleucine	CN[C@H](C(O)=O)[C@H](O)C(C)C	NMe-D-3R-hydroxyleucine	CN[C@@H](C(O)=O)[C@H](O)C(C)C
3R-methylbeta-alanine	NC[C@H](C(O)=O)C			NMe-3R-methylbeta-alanine	CNC[C@H](C(O)=O)C		
3R-methylglutamic acid	C[C@@H]([C@H](N)C(O)=O)CC(O)=O	D-3R-methylglutamic acid	C[C@@H]([C@@H](N)C(O)=O)CC(O)=O	NMe-3R-methylglutamic acid	CN[C@H](C(O)=O)[C@@H](CC(O)=O)C	NMe-D-3R-methylglutamic acid	CN[C@@H](C(O)=O)[C@@H](CC(O)=O)C
3S,4R-dichloroproline	Cl[C@H](CN[C@@H]1C(O)=O)[C@H]1Cl	D-3S,4R-dichloroproline	Cl[C@H](CN[C@H]1C(O)=O)[C@H]1Cl	NMe-3S,4R-dichloroproline	CN(C1)[C@H](C(O)=O)[C@H](Cl)[C@@H]1Cl	NMe-D-3S,4R-dichloroproline	CN(C1)[C@@H](C(O)=O)[C@H](Cl)[C@@H]1Cl
3S-cyclohex-2-enylalanine	O=C(O)[C@@H](N)C[C@@H]1C=CCCC1	D-3S-cyclohex-2-enylalanine	O=C(O)[C@H](N)C[C@@H]1C=CCCC1	NMe-3S-cyclohex-2-enylalanine	CN[C@H](C(O)=O)C[C@@H]1C=CCCC1	NMe-D-3S-cyclohex-2-enylalanine	CN[C@@H](C(O)=O)C[C@@H]1C=CCCC1
3S-hydroxy-4R-methyloctanoic acid	CCCC[C@@H](C)[C@@H](O)CC(=O)O						
3S-hydroxy-4S-methylproline	C[C@@H](CN[C@@H]1C(O)=O)[C@@H]1O	D-3S-hydroxy-4S-methylproline	C[C@@H](CN[C@H]1C(O)=O)[C@@H]1O	NMe-3S-hydroxy-4S-methylproline	CN(C1)[C@H](C(O)=O)[C@@H](O)[C@H]1C	NMe-D-3S-hydroxy-4S-methylproline	CN(C1)[C@@H](C(O)=O)[C@@H](O)[C@H]1C
3S-hydroxy-6-chlorohistidine	Clc1[nH]c([C@@H](O)[C@H](N)C(O)=O)cn1	D-3S-hydroxy-6-chlorohistidine	Clc1[nH]c([C@@H](O)[C@@H](N)C(O)=O)cn1	NMe-3S-hydroxy-6-chlorohistidine	CN[C@H](C(O)=O)[C@H](O)c1cnc(Cl)[nH]1	NMe-D-3S-hydroxy-6-chlorohistidine	CN[C@@H](C(O)=O)[C@H](O)c1cnc(Cl)[nH]1
3S-hydroxyasparagine	N[C@@H]([C@@H](C(=O)N)O)C(=O)O	D-3S-hydroxyasparagine	N[C@H]([C@@H](C(=O)N)O)C(=O)O	NMe-3S-hydroxyasparagine	CN[C@@H]([C@@H](C(=O)N)O)C(=O)O	NMe-D-3S-hydroxyasparagine	CN[C@H]([C@@H](C(=O)N)O)C(=O)O
3S-hydroxyleucine	CC([C@H](O)[C@H](N)C(O)=O)C	D-3S-hydroxyleucine	CC([C@H](O)[C@@H](N)C(O)=O)C	NMe-3S-hydroxyleucine	CN[C@H](C(O)=O)[C@@H](O)C(C)C	NMe-D-3S-hydroxyleucine	CN[C@@H](C(O)=O)[C@@H](O)C(C)C
3S-hydroxypipecolic acid	O=C(O)[C@@H]1[C@@H](O)CCCN1	D-3S-hydroxypipecolic acid	O=C(O)[C@H]1[C@@H](O)CCCN1	NMe-3S-hydroxypipecolic acid	CN1[C@H](C(O)=O)[C@@H](O)CCC1	NMe-D-3S-hydroxypipecolic acid	CN1[C@@H](C(O)=O)[C@@H](O)CCC1
3S-hydroxyproline	O[C@@H]1[C@@H](C(O)=O)NCC1	D-3S-hydroxyproline	O[C@@H]1[C@H](C(O)=O)NCC1	NMe-3S-hydroxyproline	CN(CC1)[C@H](C(O)=O)[C@H]1O	NMe-D-3S-hydroxyproline	CN(CC1)[C@@H](C(O)=O)[C@H]1O
3S-methyl-D-aspartic acid branched	C[C@H](C(O)=O)[C@@H](N)C(O)=O			NMe-3S-methyl-D-aspartic acid branched	CN[C@@H](C(O)=O)[C@@H](C(O)=O)C		
3S-methylaspartic acid	C[C@H](C(O)=O)[C@H](N)C(O)=O	D-3S-methylaspartic acid	C[C@H](C(O)=O)[C@@H](N)C(O)=O	NMe-3S-methylaspartic acid	CN[C@H](C(O)=O)[C@@H](C(O)=O)C	NMe-D-3S-methylaspartic acid	CN[C@@H](C(O)=O)[C@@H](C(O)=O)C
3S-methylaspartic acid branched	C[C@H](C(O)=O)[C@H](N)C(O)=O	D-3S-methylaspartic acid branched	C[C@H](C(O)=O)[C@@H](N)C(O)=O	NMe-3S-methylaspartic acid branched	CN[C@H](C(O)=O)[C@@H](C(O)=O)C	NMe-D-3S-methylaspartic acid branched	CN[C@@H](C(O)=O)[C@@H](C(O)=O)C
3S-methylleucine	CC([C@@H]([C@H](N)C(O)=O)C)C	D-3S-methylleucine	CC([C@@H]([C@@H](N)C(O)=O)C)C	NMe-3S-methylleucine	CN[C@H](C(O)=O)[C@@H](C)C(C)C	NMe-D-3S-methylleucine	CN[C@@H](C(O)=O)[C@@H](C)C(C)C
3S-methylproline	C[C@@H]1[C@@H](C(O)=O)NCC1	D-3S-methylproline	C[C@@H]1[C@H](C(O)=O)NCC1	NMe-3S-methylproline	CN(CC1)[C@H](C(O)=O)[C@H]1C	NMe-D-3S-methylproline	CN(CC1)[C@@H](C(O)=O)[C@H]1C
4,5-dehydroarginine	O=C([C@H](C/C=C/NC(=N)N)N)O	D-4,5-dehydroarginine	O=C([C@@H](C/C=C/NC(=N)N)N)O	NMe-4,5-dehydroarginine	CN[C@@H](C/C=C/NC(=N)N)C(O)=O	NMe-D-4,5-dehydroarginine	CN[C@H](C/C=C/NC(=N)N)C(O)=O
4-acetamidopyrrole-2-carboxylic acid	CC(Nc1c[nH]c(C(O)=O)c1)=O						
4-amino-2-hydroxy-3-isopropoxybenzoic acid	CC(Oc1c(N)ccc(C(O)=O)c1O)C						
4-aminobutyric acid	NCCCC(O)=O						
4-aminophenylalanine	O=C(O)[C@@H](N)Cc1ccc(N)cc1	D-4-aminophenylalanine	O=C(O)[C@H](N)Cc1ccc(N)cc1	NMe-4-aminophenylalanine	CN[C@H](C(O)=O)Cc1ccc(N)cc1	NMe-D-4-aminophenylalanine	CN[C@@H](C(O)=O)Cc1ccc(N)cc1
4-chlorobenzoic acid	OC(=O)c1ccc(Cl)cc1						
4-hydroxy-3-nitrobenzoic acid	O=C(O)c1ccc(O)c([N+]([O-])=O)c1						
4-hydroxy-D-kynurenine	Oc1ccc(C(C[C@@H](N)C(O)=O)=O)c(N)c1			NMe-4-hydroxy-D-kynurenine	CN[C@@H](C(O)=O)CC(=O)c1c(N)cc(O)cc1		
4-hydroxybenzoic acid	OC(=O)c1ccc(O)cc1						
4-hydroxyglutamine	OC(C(N)=O)C[C@H](N)C(O)=O	D-4-hydroxyglutamine	OC(C(N)=O)C[C@@H](N)C(O)=O	NMe-4-hydroxyglutamine	CN[C@H](C(O)=O)CC(C(N)=O)O	NMe-D-4-hydroxyglutamine	CN[C@@H](C(O)=O)CC(C(N)=O)O
